ehead,ctryname,cowcode2,politycode,un_region_name,un_continent_name,leaderspellreg,democracy,regime,start_year,end_year,duration,observed
Oscar Osorio,El Salvador,92,92.0,Central America,America,Oscar Osorio.El Salvador.1950.1955.Military Dict,Non-democracy,Military Dict,1950,1955,6,1
Jose Lemus,El Salvador,92,92.0,Central America,America,Jose Lemus.El Salvador.1956.1959.Military Dict,Non-democracy,Military Dict,1956,1959,4,1
Miguel Castillo,El Salvador,92,92.0,Central America,America,Miguel Castillo.El Salvador.1960.1960.Military Dict,Non-democracy,Military Dict,1960,1960,1,1
Anibal Portillo,El Salvador,92,92.0,Central America,America,Anibal Portillo.El Salvador.1961.1961.Military Dict,Non-democracy,Military Dict,1961,1961,1,1
Julio Rivera Carballo,El Salvador,92,92.0,Central America,America,Julio Rivera Carballo.El Salvador.1962.1966.Military Dict,Non-democracy,Military Dict,1962,1966,5,1
Fidel Sanchez Hernandez,El Salvador,92,92.0,Central America,America,Fidel Sanchez Hernandez.El Salvador.1967.1971.Military Dict,Non-democracy,Military Dict,1967,1971,5,1
Arturo Molina Barraza,El Salvador,92,92.0,Central America,America,Arturo Molina Barraza.El Salvador.1972.1976.Military Dict,Non-democracy,Military Dict,1972,1976,5,1
Carlos Romero Mena,El Salvador,92,92.0,Central America,America,Carlos Romero Mena.El Salvador.1977.1978.Military Dict,Non-democracy,Military Dict,1977,1978,2,1
Adolfo Majano + Jaime Gutierrez,El Salvador,92,92.0,Central America,America,Adolfo Majano + Jaime Gutierrez.El Salvador.1979.1979.Military Dict,Non-democracy,Military Dict,1979,1979,1,1
Jose Napoleon Duarte,El Salvador,92,92.0,Central America,America,Jose Napoleon Duarte.El Salvador.1980.1981.Civilian Dict,Non-democracy,Civilian Dict,1980,1981,2,1
military,El Salvador,92,92.0,Central America,America,military.El Salvador.1982.1983.Military Dict,Non-democracy,Military Dict,1982,1983,2,1
Jose Napoleon Duarte,El Salvador,92,92.0,Central America,America,Jose Napoleon Duarte.El Salvador.1984.1988.Presidential Dem,Democracy,Presidential Dem,1984,1988,5,1
Alfredo Christiani,El Salvador,92,92.0,Central America,America,Alfredo Christiani.El Salvador.1989.1993.Presidential Dem,Democracy,Presidential Dem,1989,1993,5,1
Armando Calderon Sol,El Salvador,92,92.0,Central America,America,Armando Calderon Sol.El Salvador.1994.1998.Presidential Dem,Democracy,Presidential Dem,1994,1998,5,1
Francisco Guillermo Flores Perez,El Salvador,92,92.0,Central America,America,Francisco Guillermo Flores Perez.El Salvador.1999.2003.Presidential Dem,Democracy,Presidential Dem,1999,2003,5,1
Elias Antonio Saca Gonzalez,El Salvador,92,92.0,Central America,America,Elias Antonio Saca Gonzalez.El Salvador.2004.2008.Presidential Dem,Democracy,Presidential Dem,2004,2008,5,0
Francisco Macias Nguema,Equatorial Guinea,411,411.0,Middle Africa,Africa,Francisco Macias Nguema.Equatorial Guinea.1968.1978.Civilian Dict,Non-democracy,Civilian Dict,1968,1978,11,1
Teodoro Obiang Nguema Mbasogo,Equatorial Guinea,411,411.0,Middle Africa,Africa,Teodoro Obiang Nguema Mbasogo.Equatorial Guinea.1979.2008.Military Dict,Non-democracy,Military Dict,1979,2008,30,0
Isaias Afwerki,Eritrea,531,531.0,Eastern Africa,Africa,Isaias Afwerki.Eritrea.1993.2008.Civilian Dict,Non-democracy,Civilian Dict,1993,2008,16,0
Edgar Savisaar,Estonia,366,366.0,Northern Europe,Europe,Edgar Savisaar.Estonia.1991.1991.Parliamentary Dem,Democracy,Parliamentary Dem,1991,1991,1,1
Mart Laar,Estonia,366,366.0,Northern Europe,Europe,Mart Laar.Estonia.1992.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1992,1993,2,1
Andres Tarand,Estonia,366,366.0,Northern Europe,Europe,Andres Tarand.Estonia.1994.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1994,1,1
Tiit Vahi,Estonia,366,366.0,Northern Europe,Europe,Tiit Vahi.Estonia.1995.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1995,1996,2,1
Mart Siimann,Estonia,366,366.0,Northern Europe,Europe,Mart Siimann.Estonia.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1998,2,1
Mart Laar,Estonia,366,366.0,Northern Europe,Europe,Mart Laar.Estonia.1999.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1999,2001,3,1
Siim Kallas,Estonia,366,366.0,Northern Europe,Europe,Siim Kallas.Estonia.2002.2002.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2002,1,1
Juhan Parts,Estonia,366,366.0,Northern Europe,Europe,Juhan Parts.Estonia.2003.2004.Parliamentary Dem,Democracy,Parliamentary Dem,2003,2004,2,1
Andrus Ansip,Estonia,366,366.0,Northern Europe,Europe,Andrus Ansip.Estonia.2005.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2005,2008,4,0
Haile Selassie,Ethiopia,530,530.0,Eastern Africa,Africa,Haile Selassie.Ethiopia.1946.1973.Monarchy,Non-democracy,Monarchy,1946,1973,28,1
Teferi Benti,Ethiopia,530,530.0,Eastern Africa,Africa,Teferi Benti.Ethiopia.1974.1976.Military Dict,Non-democracy,Military Dict,1974,1976,3,1
Mengistu Haile Mariam,Ethiopia,530,530.0,Eastern Africa,Africa,Mengistu Haile Mariam.Ethiopia.1977.1990.Military Dict,Non-democracy,Military Dict,1977,1990,14,1
Meles Zenawi,Ethiopia,530,530.0,Eastern Africa,Africa,Meles Zenawi.Ethiopia.1991.1994.Civilian Dict,Non-democracy,Civilian Dict,1991,1994,4,0
Meles Zenawi,Ethiopia,530,529.0,Eastern Africa,Africa,Meles Zenawi.Ethiopia.1991.1994.Civilian Dict,Non-democracy,Civilian Dict,1991,1994,4,0
Negasso Gidada,Ethiopia,530,529.0,Eastern Africa,Africa,Negasso Gidada.Ethiopia.1995.2000.Civilian Dict,Non-democracy,Civilian Dict,1995,2000,6,1
Girma Wolde-Giyorgis Lucha,Ethiopia,530,529.0,Eastern Africa,Africa,Girma Wolde-Giyorgis Lucha.Ethiopia.2001.2008.Civilian Dict,Non-democracy,Civilian Dict,2001,2008,8,0
Ratu Sir Kamisese Mara,Fiji,950,950.0,Melanesia,Oceania,Ratu Sir Kamisese Mara.Fiji.1970.1986.Civilian Dict,Non-democracy,Civilian Dict,1970,1986,17,1
Sitiveni Rabuka,Fiji,950,950.0,Melanesia,Oceania,Sitiveni Rabuka.Fiji.1987.1991.Military Dict,Non-democracy,Military Dict,1987,1991,5,1
Sitiveni Rabuka,Fiji,950,950.0,Melanesia,Oceania,Sitiveni Rabuka.Fiji.1992.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1992,1998,7,1
Mahendra Chaudhry,Fiji,950,950.0,Melanesia,Oceania,Mahendra Chaudhry.Fiji.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1999,1,1
Ratu Josefa Iloilo,Fiji,950,950.0,Melanesia,Oceania,Ratu Josefa Iloilo.Fiji.2000.2000.Military Dict,Non-democracy,Military Dict,2000,2000,1,1
Ratu Josefa Iloilo,Fiji,950,950.0,Melanesia,Oceania,Ratu Josefa Iloilo.Fiji.2001.2005.Civilian Dict,Non-democracy,Civilian Dict,2001,2005,5,1
Voreqe Bainimarama,Fiji,950,950.0,Melanesia,Oceania,Voreqe Bainimarama.Fiji.2006.2008.Military Dict,Non-democracy,Military Dict,2006,2008,3,0
Mauno Pekkala,Finland,375,375.0,Northern Europe,Europe,Mauno Pekkala.Finland.1946.1947.Mixed Dem,Democracy,Mixed Dem,1946,1947,2,1
Karl Fagerholm,Finland,375,375.0,Northern Europe,Europe,Karl Fagerholm.Finland.1948.1949.Mixed Dem,Democracy,Mixed Dem,1948,1949,2,1
Urho Kekkonen,Finland,375,375.0,Northern Europe,Europe,Urho Kekkonen.Finland.1950.1952.Mixed Dem,Democracy,Mixed Dem,1950,1952,3,1
Sakari Tuomioja,Finland,375,375.0,Northern Europe,Europe,Sakari Tuomioja.Finland.1953.1953.Mixed Dem,Democracy,Mixed Dem,1953,1953,1,1
Urho Kekkonen,Finland,375,375.0,Northern Europe,Europe,Urho Kekkonen.Finland.1954.1955.Mixed Dem,Democracy,Mixed Dem,1954,1955,2,1
Karl Fagerholm,Finland,375,375.0,Northern Europe,Europe,Karl Fagerholm.Finland.1956.1956.Mixed Dem,Democracy,Mixed Dem,1956,1956,1,1
Rainer von Fieandt,Finland,375,375.0,Northern Europe,Europe,Rainer von Fieandt.Finland.1957.1957.Mixed Dem,Democracy,Mixed Dem,1957,1957,1,1
Karl Fagerholm,Finland,375,375.0,Northern Europe,Europe,Karl Fagerholm.Finland.1958.1958.Mixed Dem,Democracy,Mixed Dem,1958,1958,1,1
Vaino Sukselainen,Finland,375,375.0,Northern Europe,Europe,Vaino Sukselainen.Finland.1959.1960.Mixed Dem,Democracy,Mixed Dem,1959,1960,2,1
Martti Miettunen,Finland,375,375.0,Northern Europe,Europe,Martti Miettunen.Finland.1961.1961.Mixed Dem,Democracy,Mixed Dem,1961,1961,1,1
Ahti Karjalainen,Finland,375,375.0,Northern Europe,Europe,Ahti Karjalainen.Finland.1962.1962.Mixed Dem,Democracy,Mixed Dem,1962,1962,1,1
Reino Lehto,Finland,375,375.0,Northern Europe,Europe,Reino Lehto.Finland.1963.1963.Mixed Dem,Democracy,Mixed Dem,1963,1963,1,1
Johannes Virolainen,Finland,375,375.0,Northern Europe,Europe,Johannes Virolainen.Finland.1964.1965.Mixed Dem,Democracy,Mixed Dem,1964,1965,2,1
Rafael Paasio,Finland,375,375.0,Northern Europe,Europe,Rafael Paasio.Finland.1966.1967.Mixed Dem,Democracy,Mixed Dem,1966,1967,2,1
Mauno Koivisto,Finland,375,375.0,Northern Europe,Europe,Mauno Koivisto.Finland.1968.1969.Mixed Dem,Democracy,Mixed Dem,1968,1969,2,1
Ahti Karjalainen,Finland,375,375.0,Northern Europe,Europe,Ahti Karjalainen.Finland.1970.1970.Mixed Dem,Democracy,Mixed Dem,1970,1970,1,1
Teuvo Aura,Finland,375,375.0,Northern Europe,Europe,Teuvo Aura.Finland.1971.1971.Mixed Dem,Democracy,Mixed Dem,1971,1971,1,1
Kalevi Sorsa,Finland,375,375.0,Northern Europe,Europe,Kalevi Sorsa.Finland.1972.1974.Mixed Dem,Democracy,Mixed Dem,1972,1974,3,1
Martti Miettunen,Finland,375,375.0,Northern Europe,Europe,Martti Miettunen.Finland.1975.1976.Mixed Dem,Democracy,Mixed Dem,1975,1976,2,1
Kalevi Sorsa,Finland,375,375.0,Northern Europe,Europe,Kalevi Sorsa.Finland.1977.1978.Mixed Dem,Democracy,Mixed Dem,1977,1978,2,1
Mauno Koivisto,Finland,375,375.0,Northern Europe,Europe,Mauno Koivisto.Finland.1979.1981.Mixed Dem,Democracy,Mixed Dem,1979,1981,3,1
Kalevi Sorsa,Finland,375,375.0,Northern Europe,Europe,Kalevi Sorsa.Finland.1982.1986.Mixed Dem,Democracy,Mixed Dem,1982,1986,5,1
Harri Holkeri,Finland,375,375.0,Northern Europe,Europe,Harri Holkeri.Finland.1987.1990.Mixed Dem,Democracy,Mixed Dem,1987,1990,4,1
Esko Aho,Finland,375,375.0,Northern Europe,Europe,Esko Aho.Finland.1991.1994.Mixed Dem,Democracy,Mixed Dem,1991,1994,4,1
Paavo Lipponen,Finland,375,375.0,Northern Europe,Europe,Paavo Lipponen.Finland.1995.2002.Mixed Dem,Democracy,Mixed Dem,1995,2002,8,1
Matti Taneli Vanhanen,Finland,375,375.0,Northern Europe,Europe,Matti Taneli Vanhanen.Finland.2003.2008.Mixed Dem,Democracy,Mixed Dem,2003,2008,6,0
Leon Blum,France,220,220.0,Western Europe,Europe,Leon Blum.France.1946.1946.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1946,1,1
Robert Schuman,France,220,220.0,Western Europe,Europe,Robert Schuman.France.1947.1947.Parliamentary Dem,Democracy,Parliamentary Dem,1947,1947,1,1
Henri Queuille,France,220,220.0,Western Europe,Europe,Henri Queuille.France.1948.1948.Parliamentary Dem,Democracy,Parliamentary Dem,1948,1948,1,1
Georges Bidault,France,220,220.0,Western Europe,Europe,Georges Bidault.France.1949.1949.Parliamentary Dem,Democracy,Parliamentary Dem,1949,1949,1,1
Rene Pleven,France,220,220.0,Western Europe,Europe,Rene Pleven.France.1950.1951.Parliamentary Dem,Democracy,Parliamentary Dem,1950,1951,2,1
Antoine Pinay,France,220,220.0,Western Europe,Europe,Antoine Pinay.France.1952.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1952,1952,1,1
Joseph Laniel,France,220,220.0,Western Europe,Europe,Joseph Laniel.France.1953.1953.Parliamentary Dem,Democracy,Parliamentary Dem,1953,1953,1,1
Pierre Mendes-France,France,220,220.0,Western Europe,Europe,Pierre Mendes-France.France.1954.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1954,1954,1,1
Edgar Faure,France,220,220.0,Western Europe,Europe,Edgar Faure.France.1955.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1955,1,1
Guy Mollet,France,220,220.0,Western Europe,Europe,Guy Mollet.France.1956.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1956,1956,1,1
Felix Gaillard,France,220,220.0,Western Europe,Europe,Felix Gaillard.France.1957.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1957,1957,1,1
Charles de Gaulle,France,220,220.0,Western Europe,Europe,Charles de Gaulle.France.1958.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1958,1958,1,1
Michel Debre,France,220,220.0,Western Europe,Europe,Michel Debre.France.1959.1961.Parliamentary Dem,Democracy,Parliamentary Dem,1959,1961,3,1
Georges Pompidou,France,220,220.0,Western Europe,Europe,Georges Pompidou.France.1962.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1962,1964,3,1
Georges Pompidou,France,220,220.0,Western Europe,Europe,Georges Pompidou.France.1965.1967.Mixed Dem,Democracy,Mixed Dem,1965,1967,3,1
Maurice Couve de Murville,France,220,220.0,Western Europe,Europe,Maurice Couve de Murville.France.1968.1968.Mixed Dem,Democracy,Mixed Dem,1968,1968,1,1
Jacques Chaban-Delmas,France,220,220.0,Western Europe,Europe,Jacques Chaban-Delmas.France.1969.1971.Mixed Dem,Democracy,Mixed Dem,1969,1971,3,1
Pierre Messmer,France,220,220.0,Western Europe,Europe,Pierre Messmer.France.1972.1973.Mixed Dem,Democracy,Mixed Dem,1972,1973,2,1
Jacques Chirac,France,220,220.0,Western Europe,Europe,Jacques Chirac.France.1974.1975.Mixed Dem,Democracy,Mixed Dem,1974,1975,2,1
Raymond Barre,France,220,220.0,Western Europe,Europe,Raymond Barre.France.1976.1980.Mixed Dem,Democracy,Mixed Dem,1976,1980,5,1
Pierre Mauroy,France,220,220.0,Western Europe,Europe,Pierre Mauroy.France.1981.1983.Mixed Dem,Democracy,Mixed Dem,1981,1983,3,1
Laurent Fabius,France,220,220.0,Western Europe,Europe,Laurent Fabius.France.1984.1985.Mixed Dem,Democracy,Mixed Dem,1984,1985,2,1
Jacques Chirac,France,220,220.0,Western Europe,Europe,Jacques Chirac.France.1986.1987.Mixed Dem,Democracy,Mixed Dem,1986,1987,2,1
Michel Rocard,France,220,220.0,Western Europe,Europe,Michel Rocard.France.1988.1990.Mixed Dem,Democracy,Mixed Dem,1988,1990,3,1
Edith Cresson,France,220,220.0,Western Europe,Europe,Edith Cresson.France.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1991,1,1
Pierre Beregovoy,France,220,220.0,Western Europe,Europe,Pierre Beregovoy.France.1992.1992.Mixed Dem,Democracy,Mixed Dem,1992,1992,1,1
Edouard Balladur,France,220,220.0,Western Europe,Europe,Edouard Balladur.France.1993.1994.Mixed Dem,Democracy,Mixed Dem,1993,1994,2,1
Alain Juppe,France,220,220.0,Western Europe,Europe,Alain Juppe.France.1995.1996.Mixed Dem,Democracy,Mixed Dem,1995,1996,2,1
Lionel Jospin,France,220,220.0,Western Europe,Europe,Lionel Jospin.France.1997.2001.Mixed Dem,Democracy,Mixed Dem,1997,2001,5,1
Jean-Pierre Raffarin,France,220,220.0,Western Europe,Europe,Jean-Pierre Raffarin.France.2002.2004.Mixed Dem,Democracy,Mixed Dem,2002,2004,3,1
Dominique de Villepin,France,220,220.0,Western Europe,Europe,Dominique de Villepin.France.2005.2006.Mixed Dem,Democracy,Mixed Dem,2005,2006,2,1
Francois Fillon,France,220,220.0,Western Europe,Europe,Francois Fillon.France.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2008,2,0
Leon Mba,Gabon,481,481.0,Middle Africa,Africa,Leon Mba.Gabon.1960.1966.Civilian Dict,Non-democracy,Civilian Dict,1960,1966,7,0
Albert-Bernard Bongo,Gabon,481,481.0,Middle Africa,Africa,Albert-Bernard Bongo.Gabon.1967.2008.Civilian Dict,Non-democracy,Civilian Dict,1967,2008,42,0
Dauda Jawara,Gambia,420,420.0,Western Africa,Africa,Dauda Jawara.Gambia.1965.1993.Civilian Dict,Non-democracy,Civilian Dict,1965,1993,29,1
Yahya Jammeh,Gambia,420,420.0,Western Africa,Africa,Yahya Jammeh.Gambia.1994.2008.Military Dict,Non-democracy,Military Dict,1994,2008,15,0
Zviad Gamsakhurdia,Georgia,372,372.0,Western Asia,Asia,Zviad Gamsakhurdia.Georgia.1991.1991.Civilian Dict,Non-democracy,Civilian Dict,1991,1991,1,1
Eduard Shevardnadze,Georgia,372,372.0,Western Asia,Asia,Eduard Shevardnadze.Georgia.1992.2002.Civilian Dict,Non-democracy,Civilian Dict,1992,2002,11,1
Nino Burdzhanadze,Georgia,372,372.0,Western Asia,Asia,Nino Burdzhanadze.Georgia.2003.2003.Civilian Dict,Non-democracy,Civilian Dict,2003,2003,1,1
Zurab Zhvania,Georgia,372,372.0,Western Asia,Asia,Zurab Zhvania.Georgia.2004.2004.Mixed Dem,Democracy,Mixed Dem,2004,2004,1,1
Zurab Nogaideli,Georgia,372,372.0,Western Asia,Asia,Zurab Nogaideli.Georgia.2005.2006.Mixed Dem,Democracy,Mixed Dem,2005,2006,2,1
Lado Gurgenidze,Georgia,372,372.0,Western Asia,Asia,Lado Gurgenidze.Georgia.2007.2007.Mixed Dem,Democracy,Mixed Dem,2007,2007,1,1
Grigol Mgaloblishvili,Georgia,372,372.0,Western Asia,Asia,Grigol Mgaloblishvili.Georgia.2008.2008.Mixed Dem,Democracy,Mixed Dem,2008,2008,1,0
Helmut Kohl,Germany,255,255.0,Western Europe,Europe,Helmut Kohl.Germany.1990.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1997,8,1
Gerhard Schroeder,Germany,255,255.0,Western Europe,Europe,Gerhard Schroeder.Germany.1998.2004.Parliamentary Dem,Democracy,Parliamentary Dem,1998,2004,7,1
Angela Merkel,Germany,255,255.0,Western Europe,Europe,Angela Merkel.Germany.2005.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2005,2008,4,0
Wilhelm Pieck + Otto Grotewohl,"Germany, East",265,265.0,Western Europe,Europe,"Wilhelm Pieck + Otto Grotewohl.Germany, East.1949.1949.Civilian Dict",Non-democracy,Civilian Dict,1949,1949,1,1
Walter Ulbricht,"Germany, East",265,265.0,Western Europe,Europe,"Walter Ulbricht.Germany, East.1950.1970.Civilian Dict",Non-democracy,Civilian Dict,1950,1970,21,1
Erich Honecker,"Germany, East",265,265.0,Western Europe,Europe,"Erich Honecker.Germany, East.1971.1988.Civilian Dict",Non-democracy,Civilian Dict,1971,1988,18,1
Egon Krenz,"Germany, East",265,265.0,Western Europe,Europe,"Egon Krenz.Germany, East.1989.1989.Civilian Dict",Non-democracy,Civilian Dict,1989,1989,1,0
Konrad Adenauer,"Germany, West",260,260.0,Western Europe,Europe,"Konrad Adenauer.Germany, West.1949.1962.Parliamentary Dem",Democracy,Parliamentary Dem,1949,1962,14,1
Ludwig Erhard,"Germany, West",260,260.0,Western Europe,Europe,"Ludwig Erhard.Germany, West.1963.1965.Parliamentary Dem",Democracy,Parliamentary Dem,1963,1965,3,1
Kurt-Georg Kiesinger,"Germany, West",260,260.0,Western Europe,Europe,"Kurt-Georg Kiesinger.Germany, West.1966.1968.Parliamentary Dem",Democracy,Parliamentary Dem,1966,1968,3,1
Willy Brandt,"Germany, West",260,260.0,Western Europe,Europe,"Willy Brandt.Germany, West.1969.1973.Parliamentary Dem",Democracy,Parliamentary Dem,1969,1973,5,1
Helmut Schmidt,"Germany, West",260,260.0,Western Europe,Europe,"Helmut Schmidt.Germany, West.1974.1981.Parliamentary Dem",Democracy,Parliamentary Dem,1974,1981,8,1
Helmut Kohl,"Germany, West",260,260.0,Western Europe,Europe,"Helmut Kohl.Germany, West.1982.1989.Parliamentary Dem",Democracy,Parliamentary Dem,1982,1989,8,0
Kwame Nkrumah,Ghana,452,452.0,Western Africa,Africa,Kwame Nkrumah.Ghana.1957.1965.Civilian Dict,Non-democracy,Civilian Dict,1957,1965,9,1
Joseph Ankrah,Ghana,452,452.0,Western Africa,Africa,Joseph Ankrah.Ghana.1966.1968.Military Dict,Non-democracy,Military Dict,1966,1968,3,1
Kofi Busia,Ghana,452,452.0,Western Africa,Africa,Kofi Busia.Ghana.1969.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1969,1971,3,1
Ignatius Acheampong,Ghana,452,452.0,Western Africa,Africa,Ignatius Acheampong.Ghana.1972.1977.Military Dict,Non-democracy,Military Dict,1972,1977,6,1
Frederick Akuffo,Ghana,452,452.0,Western Africa,Africa,Frederick Akuffo.Ghana.1978.1978.Military Dict,Non-democracy,Military Dict,1978,1978,1,1
Hilla Limann,Ghana,452,452.0,Western Africa,Africa,Hilla Limann.Ghana.1979.1980.Presidential Dem,Democracy,Presidential Dem,1979,1980,2,1
Jerry Rawlings,Ghana,452,452.0,Western Africa,Africa,Jerry Rawlings.Ghana.1981.1992.Military Dict,Non-democracy,Military Dict,1981,1992,12,1
Jerry Rawlings,Ghana,452,452.0,Western Africa,Africa,Jerry Rawlings.Ghana.1993.2000.Presidential Dem,Democracy,Presidential Dem,1993,2000,8,1
John Agyekum Kufuor,Ghana,452,452.0,Western Africa,Africa,John Agyekum Kufuor.Ghana.2001.2008.Presidential Dem,Democracy,Presidential Dem,2001,2008,8,0
Constantine Tsaldaris,Greece,350,350.0,Southern Europe,Europe,Constantine Tsaldaris.Greece.1946.1946.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1946,1,1
Themistocles Sophoulis,Greece,350,350.0,Southern Europe,Europe,Themistocles Sophoulis.Greece.1947.1948.Parliamentary Dem,Democracy,Parliamentary Dem,1947,1948,2,1
Alexandros Diomidis,Greece,350,350.0,Southern Europe,Europe,Alexandros Diomidis.Greece.1949.1949.Parliamentary Dem,Democracy,Parliamentary Dem,1949,1949,1,1
Nikolas Plastiras,Greece,350,350.0,Southern Europe,Europe,Nikolas Plastiras.Greece.1950.1951.Parliamentary Dem,Democracy,Parliamentary Dem,1950,1951,2,1
Alexandros Papagos,Greece,350,350.0,Southern Europe,Europe,Alexandros Papagos.Greece.1952.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1952,1954,3,0
Konstantinos Karamanlis,Greece,350,350.0,Southern Europe,Europe,Konstantinos Karamanlis.Greece.1955.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1962,8,1
Ioannis Paraskevopoulos,Greece,350,350.0,Southern Europe,Europe,Ioannis Paraskevopoulos.Greece.1963.1963.Parliamentary Dem,Democracy,Parliamentary Dem,1963,1963,1,1
Georgios Papandreou,Greece,350,350.0,Southern Europe,Europe,Georgios Papandreou.Greece.1964.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1964,1964,1,1
